学名,和名,Pdfリンク,開長(mm),分布,食草,メモ
Euphaedra_ruspina,カバイロボカシタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 3.pdf,75,Uganda～Nigeria,,日本語はボカシタテハ属。Euthalia属ときわめて近縁で、palpi（食鬚）が鮮明なオレンジ色をしていることで区別される。西アフリカの森林地帯が分布の中心で色彩の変化に富む。幼虫は Euthalia属のように両背面に並んだ棘のある複数の突起を持つ。
Antanartia_shaeneia,オナガアカタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 3.pdf,60,東および西アフリカの高地,,
Junonia_hierta,キタテハモドキ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 4.pdf,64,TropicalAfrica,,アフリカ区、インド・オーストラリア区に分布するアオタテハモドキを含む属。
Kallima_rumia,ルミアコノハチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 4.pdf,80,SierraLeone～WesternUganda,,Kallima属は、翅裏が木の葉に極似した種が多くコノハチョウの名で呼ばれる。東南アジアからアフリカの低地の森 林に生息。アフリカ産は小型。マダガスカルにはいない。
Kallima_ansorgei,ミドリコノハチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 4.pdf,67,IvoryCoast～WesternTanzania,,Kallima属は、翅裏が木の葉に極似した種が多くコノハチョウの名で呼ばれる。東南アジアからアフリカの低地の森 林に生息。アフリカ産は小型。マダガスカルにはいない。
Precis_octavia,ムラサキタテハモドキ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 4.pdf,70,アフリカ全土,,莫大な種を容し旧·新大陸とアフリカに分布する。季節的変 化が顕著で乾季に翅の突起が大。熱帯潅木林の蝶で開墾 地に多い。食草はｷﾂﾈﾉﾏｺﾞ科など。
Junonia_orithyia,アフリカアオタテハモドキ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 4.pdf,56,アフリカ全土,,アフリカ区、インド・オーストラリア区に分布するアオタテハモドキを含む属。
Salamis_parhassus,シンジュタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 4.pdf,100,アフリカ全土,,Salamis属の種の中に真珠色に光る数種があるのでシン ジュタテハと言われる。マダガスカルにまで広がる。
Precis_pelarga,ヘンシンタテハモドキ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 5.pdf,48,セネガル、ザンビア、西ケニアなど,,莫大な種を容し旧·新大陸とアフリカに分布する。季 節的変化が顕著で乾季に翅の突起が大。熱帯潅 木林の蝶で開墾地に多い。食草はｷﾂﾈﾉﾏｺﾞ科な ど。
Pseudacraea_eurytus,ヘンシンニセホソチョウ－１,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 5.pdf,72,２０００ｍ以下の全アフリカの森林,,この種は熱帯アフリカで最も多形で地理的に変化する種で、やはり地理的に色彩を変えるヘンシンホソチョウにそれぞれの地域で擬態して、一緒に飛んでいる。
Hypolimnas_salmasia,アオハガタムラサキ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 5.pdf,82,シオラレオーネ、ガボン～南エチオピア,,
Pseudacraea_eurytus,ヘンシンニセホソチョウ－２,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 5.pdf,78,２０００ｍ以下の全アフリカの森林,,この種は熱帯アフリカで最も多形で地理的に変化する種で、やはり地理的に色彩を変えるヘンシンホソチョウにそれぞれの地域で擬態して、一緒に飛んでいる。
Pachlioptera_antenor,ホシボシジャコウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 1.pdf,140,Madagascar,,Pachlioptera属はAtrophaneura に近いが♂の生殖器が異なる。この種は熱帯アフリカ区唯 一のジャコウアゲハでマダガスカル島に生息。
Graphium_ridleyanus,アカタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 1.pdf,100,Uganda～Nigeria,,日本ではタイマイ属、英語ではKiteSwallowtailといわれ、バンレイシ科、クス科が基本食。 この種はホソチョウに擬態。
Graphium_hachei,シロタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 2.pdf,88,ザイール～カメルーン,,属は、日本ではタイマイ属、英語ではKiteSwallowtailといわれ、バンレイシ科、クス科が基本食。アフリカには緑色のものが多い。
Graphium_tyndaereus,ツルギタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 2.pdf,100,TropicalAfrica,Artabotｒys,属は、日本ではタイマイ属、英語ではKiteSwallowtailといわれ、バンレイシ科、クス科が基本食。アフリカには緑色のものが多い。
Graphium_policenes,ミドリタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 2.pdf,105,SierraLeone～Zaire,,属は、日本ではタイマイ属、英語ではKiteSwallowtailといわれ、バンレイシ科、クス科が基本食。アフリカには緑色のものが多い。
Graphium_leonidus,アフリカタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 2.pdf,90,All熱帯アフリカ,Custard Apple,属は、日本ではタイマイ属、英語ではKiteSwallowtailといわれ、バンレイシ科、クス科が基本食。アフリカには緑色のものが多い。
Papilio_antimachus,ドルーリオオアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 3.pdf,215,Uganda～Zaire,,Papilio属は、全世界に分布するが、この種は、最も翼長が長く、形状も変わったアゲハ。ホソチョウに擬態。鳥は単眼視のため大きさが分からないようだ。♀が懸賞付きであったほどだ が、最近発見された。♂より小形。ホソチョウに擬態。
Papilio_dardanus,マネシアゲハ♂,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 4.pdf,105,TropicalAfrica,柑橘類,dardanus種の雌雄は大きく異なるとともに、♀は分布地域の擬態モデルで変化し、♂も地域変化が大きい。
Papilio_dardanus,マネシアゲハ♀,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 4.pdf,105,TropicalAfrica,柑橘類,dardanus種の雌雄は大きく異なるとともに、♀は分布地域の擬態モデルで変化し、♂も地域変化が大きい。
Papilio_rex,キングアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 5.pdf,108,Kenya～Zaire,,森林に生息。東部のものは青帯の幅が狭く小形。
Papilio_bromius,フトアオオビアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 5.pdf,114,Kenya～Uganda,,高地の森林に生息しその地のマダラチョウに擬態
Papilio_lormieri,コウテイアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 6.pdf,132,WesternKenya～Cameroon,,標高２０００ｍまでの森林の普通種。Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがアフリカには♀無尾のものも多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇。
Papilio_demodocus,アフリカオナシアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 6.pdf,110,TropicalAfrica,,東南アジアのdemoleusとは極似しているが、それより一回り大きい別種。Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがアフリカには♀無尾のものも多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇。
Papilio_zalmoxis,ザルモクシスオオアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 7.pdf,170,Zaire～Nigeria,,この種は、antimachusについで大型のアゲハ。やはり♀は大珍品。Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがアフリカには♀無尾のものも多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇。
Papilio_nireus,ホソアオオビアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 8.pdf,80,全熱帯アフリカにわたる普通種,,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがアフリカには♀無尾のものも多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇
Papilio_phorcas,ミドリアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 8.pdf,90,エシオピア、ローデシア、南ア以外の熱帯アフリカ,,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがアフリカには♀無尾のものも多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇
Papilio_nobilis,ノーブルアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-papilio 8.pdf,100,東アフリカの高原の森林、とくにナイロビで普通。,,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがアフリカには♀無尾のものも多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇
Colotis_euippe,エウイッペツマアカ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 1.pdf,59,TropicalAfrica,,本属は、アフリカを中心として分布。筆者はサウジアラビアで一種採集。前翅の先端に種によって異なる各種の色の装飾斑がある。乾季と雨 期で形体が異なる。
Colotis_danae,ダナエツマアカ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 1.pdf,59,TropicalAfrica,,本属は、アフリカを中心として分布。筆者はサウジアラビアで一種採集。前翅の先端に種によって異なる各種の色の装飾斑がある。乾季と雨 期で形体が異なる。
Colotis_hetaera,ヘタエラツマアカ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 1.pdf,65,EastAfrica～Ethiopia,,本属は、アフリカを中心として分布。筆者はサウジアラビアで一種採集。前翅の先端に種によって異なる各種の色の装飾斑がある。乾季と雨 期で形体が異なる。
Colotis_regina,レギナツマアカ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 1.pdf,80,Kenya～Mozanbique,,本属は、アフリカを中心として分布。筆者はサウジアラビアで一種採集。前翅の先端に種によって異なる各種の色の装飾斑がある。乾季と雨 期で形体が異なる。
Colotis_eris,クロオビキンツマシロチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 1.pdf,60,"All Africa,Arab",フウチョウボク科,本属は、アフリカを中心として分布。筆者はサウジアラビアで一種採集。前翅の先端に種によって異なる各種の色の装飾斑がある。乾季と雨 期で形体が異なる。
Colotis_ione,イオネツマアカ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 1.pdf,65,TropicalAfrica,,本属は、アフリカを中心として分布。筆者はサウジアラビアで一種採集。前翅の先端に種によって異なる各種の色の装飾斑がある。乾季と雨 期で形体が異なる。
Colias_electo,アフリカモンキ♀,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 2.pdf,55,Sothern·EasternAfrica,クローバ、 ムラサキウマゴヤシ,属の英名はSulphur、日本名はモンキチョウ。雌雄に色彩の差がある。本種は全アフリカで唯一の種だが普 通種。
Dixeia_cebron,シンリンシロチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 2.pdf,64,象牙海岸からコンゴーまでの低地森林,,属の英名はSulphur、日本名はモンキチョウ。雌雄に色彩の差がある。本種は全アフリカで唯一の種だが普 通種。
Colias_electo,アフリカモンキ♂,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 2.pdf,55,Sothern·EasternAfrica,,属の英名はSulphur、日本名はモンキチョウ。雌雄に色彩の差がある。本種は全アフリカで唯一の種だが普 通種。
Pinacopteryx_eriphia,ゼブラシロチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 2.pdf,66,熱帯アフリカ全体,フウチョウボク科,属の英名はSulphur、日本名はモンキチョウ。雌雄に色彩の差がある。本種は全アフリカで唯一の種だが普 通種。
Eronia_cleodora,クレオドールシロチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 2.pdf,66,エチオピア～タンザニアのopen_woodland,フウチョウボク科のカッパリス属,属の英名はSulphur、日本名はモンキチョウ。雌雄に色彩の差がある。本種は全アフリカで唯一の種だが普 通種。
Eronia_leda,レダツマベニ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 3.pdf,70,Eastern・SouthernAfrica,,Eronia属は、東と南のｱﾌﾘｶで林辺の開けた所を好む。 ♀の翅端の模様はシーズンで異なる。
Nepheronia_thalassina,オオサスライチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 3.pdf,75,TropicalAfrica,,Nepheronia属は、全ｱﾌﾘｶの森に住み群れをな して移動する中大型のシロチョウ。
Mylothris_rhodope,パーペルフチテン,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 3.pdf,66,CentralAfrica～Ugagnda,,熱帯ｱﾌﾘｶの固有属で２８の種を有す。うち4種がﾏﾀﾞｶﾞｽｶﾙ。森林に生息。食草はヤドリギ。有毒のようで各種の科の蝶に擬態される。
Mylothris_chlothris,フチテンシロチョウＳ形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 3.pdf,70,アフリカ全土の普通種,,熱帯ｱﾌﾘｶの固有属で２８の種を有す。うち4種がﾏﾀﾞｶﾞｽｶﾙ。森林に生息。食草はヤドリギ。有毒のようで各種の科の蝶に擬態される。
Mylothris_chlothris,フチテンシロチョウＮ形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-pier 3.pdf,70,アフリカ全土の普通種,,熱帯ｱﾌﾘｶの固有属で２８の種を有す。うち4種がﾏﾀﾞｶﾞｽｶﾙ。森林に生息。食草はヤドリギ。有毒のようで各種の科の蝶に擬態される。
